winery;country;region_1
kandarian;us;willamette valley
leo steen wines;us;dry creek valley
lorenz martini;italy;alto adige
domaine pinson;france;chablis
giuseppe sedilesu;italy;cannonau di sardegna
maal;argentina;mendoza
ferguson crest;us;santa ynez valley
saint hilaire;france;blanquette de limoux
château jacques noir;france;saint émilion
père anselme;france;côtes du rhône
aconga;argentina;mendoza
albeno munari;us;sierra foothills
kk vasilikon;cyprus;
pyrenees;us;umpqua valley
viña cerrada;spain;rioja
marqués de legarda;spain;rioja
dautel cadot;france;champagne
bodega elena de mendoza;argentina;mendoza
maude;new zealand;
bodega del fin del mundo;argentina;patagonia
vatistas;greece;
samos;greece;
bodega la serrana;spain;bierzo
bourgeois family;france;côtes du ventoux
john forrest collection;new zealand;
heinrich;austria;
antigal;argentina;mendoza
belharra;us;knights valley
cambridge;us;napa valley
clos chapon;france;vouvray
domingo hermanos;argentina;salta
early mountain;us;virginia
eszterbauer;hungary;
famiglia meschini;argentina;mendoza
antinori;italy;chianti classico
poliziano;italy;rosso di montepulciano
conde de caralt;spain;cava
bodegas medina;spain;extremadura
pazo de señorans;spain;rías baixas
telteca;argentina;mendoza
bodegas la casa de lúcolo;spain;navarra
abrazo;spain;cariñena
gerd anselmann;germany;
urla;turkey;
vistalba;argentina;mendoza
zinio;spain;rioja
stark;us;sierra foothills
mourrel azurat;france;fitou
generation 7;us;temecula valley
jenke;australia;barossa
evergreen;us;willamette valley
aramis;australia;mclaren vale
devils lair;australia;margaret river
shed horn cellars;us;lake county
stuessy cellars;us;suisun valley
ducard;us;virginia
firebrix;us;columbia valley wa
fox meadow;us;virginia
twelfth night;new zealand;
anemoi;us;grand valley
castel grisch;us;finger lakes
il palagione;italy;vernaccia di san gimignano
palagetto;italy;vernaccia di san gimignano
piccolo;us;russian river valley
pisa range;new zealand;
rappahannock cellars;us;virginia
viña valoria;spain;rioja
corte rugolin;italy;amarone della valpolicella classico
finca perdriel;argentina;mendoza
luis pato;portugal;
caves fleury;france;saint émilion
château lalande balestard;france;bordeaux
château le grand paroissien;france;haut médoc
loriñon;spain;rioja
viña salceda;spain;rioja
adegas daltamira;spain;rías baixas
el prado;spain;valencia
peter cellars;us;carneros
upsidedown;us;columbia valley wa
nomadica;us;arroyo seco
château des moines menodin;france;bordeaux supérieur
domaine la tour de gâtigne;france;cévennes
ava grace vineyards;us;california
château lacombe cadiot;france;bordeaux supérieur
château leglise saget;france;bordeaux
château peuy saincrit;france;bordeaux supérieur
mocén;spain;rueda
chronicle;us;anderson valley
poderi aldo conterno;italy;barbera dalba
silver trident;us;sonoma coast
baileyana;us;edna valley
bodegas murtia;spain;jumilla
caccia al piano 1868;italy;bolgheri superiore
cascina la barbatella;italy;barbera dasti
château cormeil figeac;france;saint émilion
clos de loratoire des papes;france;châteauneuf du pape
darby;us;columbia valley wa
château recougne;france;bordeaux supérieur
field stone;us;alexander valley
hargrave;us;north fork of long island
gristina;us;north fork of long island
doran;south africa;
ayoub;us;dundee hills
gump markus prackwieser;italy;alto adige
whitehaven;new zealand;
jelly jar;us;lake county
frascole;italy;chianti rufina
stable hill;australia;adelaide hills
mas du soleilla;france;coteaux du languedoc
massena;australia;barossa valley
pleil;austria;
potters vineyard;us;chehalem mountains
the girls in the vineyard;us;lake county
jean michel sorbe;france;reuilly
gosset;france;champagne
résonance;us;mcminnville
cossart gordon;portugal;
château puyanché;france;francs côtes de bordeaux
consejo de la alta;spain;rioja
demimo;spain;rueda
flower garden;germany;
château buisson reydon;france;bordeaux
château chamaille;france;blaye côtes de bordeaux
château haut canteloup;france;blaye côtes de bordeaux
château lagrange monbadon;france;castillon côtes de bordeaux
domaine vigneau chevreau;france;vouvray
la ca nova;italy;barbaresco
clos junet;france;saint émilion
château doyac;france;haut médoc
château fontis;france;médoc
château les trois manoirs;france;médoc
clos la bohème;france;haut médoc
fattoi;italy;brunello di montalcino
fattoria terre del marchesato;italy;bolgheri
creta olympias;greece;
domaine dardhuy;france;savigny lès beaune
marchesi incisa della rocchetta;italy;barbera dasti
two angels;us;red hills lake county
cape barren;australia;mclaren vale
contini;italy;vermentino di sardegna
jankara;italy;vermentino di gallura
king family;us;monticello
les héritiers du comte lafon;france;viré clessé
clos du gaimont;france;vouvray
fattoria tregole;italy;chianti classico
fietri;italy;chianti classico
meierer;germany;
lanciola;italy;chianti classico
casina di cornia;italy;chianti classico
castello di poppiano;italy;chianti colli fiorentini
terre di fiori;italy;morellino di scansano
pierre and charles sparr;france;crémant dalsace
ceralti;italy;bolgheri superiore
château tour de bessan;france;margaux
fortino;us;santa clara valley
molinari carlo;italy;brunello di montalcino
podere paganico;italy;brunello di montalcino
tenuta friggiali;italy;brunello di montalcino
tenuta vitanza;italy;brunello di montalcino
château lafargue;france;pessac léognan
château peynaud bagnac;france;bordeaux
château romer du hayot;france;sauternes
pierluigi zampaglione;italy;campania
summit estates;us;washington
b lovely;us;washington
darien;spain;rioja
cyan;spain;toro
dehesas y viñedos de navamarín;spain;vino de la tierra de castilla
domaine gresser;france;alsace
domaine le galantin;france;bandol
gerhard pittnauer;austria;
muròla;italy;verdicchio di matelica
andrea felici;italy;verdicchio dei castelli di jesi classico
domaine de la garenne;france;bandol
domaine sautereau;france;sancerre
brigadoon;us;willamette valley
astrolabe;new zealand;
fairbank sutton grange;australia;bendigo
viña godeval;spain;valdeorras
gotin;spain;bierzo
darting;germany;
recorba;spain;ribera del duero
château dauphiné rondillon;france;
château lamourette;france;sauternes
château pailhas;france;saint émilion
huber  bléger;france;alsace
bodega beleluin;spain;rioja
podere la cappella;italy;chianti classico
château de pitray;france;castillon côtes de bordeaux
domingo molina;argentina;salta
vins dorrance;south africa;
quinta dos roques;portugal;
herdade dos grous;portugal;
obrien  obrien;us;south coast
tenuta argentiera;italy;bolgheri
castello san donato in perano;italy;chianti classico
benjamin romeo;spain;rioja
laura michael;us;calistoga
macleod;us;sonoma valley
paetra;us;eola amity hills
pierre morin;france;sancerre
cabreo;italy;toscana
domaine roumagnac;france;fronton
provincial vineyards;us;willamette valley
tenuta di trinoro;italy;toscana
astoria;italy;valdobbiadene superiore di cartizze
bernard remy;france;champagne
bodegas barón;spain;jerez
bortomiol;italy;valdobbiadene prosecco superiore
cordeuil;france;champagne
seven rings;us;oakville
le contesse;italy;prosecco
coppiere;italy;chianti classico
esperanza;spain;rueda
fattoria bini;italy;chianti
fattoria di petrognano;italy;chianti
gravel bar;us;columbia valley wa
château de lenclos;france;bordeaux blanc
delectus;us;knights valley
dreolino;italy;chianti rufina
dussek family cellars;us;columbia valley wa
fattoria di sammontana;italy;chianti
cavino;greece;
corvo;italy;terre siciliane
quinta da muradella;spain;monterrei
tendril;us;willamette valley
frank cornelissen;italy;vino da tavola
tosti;italy;alta langa
nick faldo;australia;coonawarra
son bordils;spain;vi de la terra illes balears
tyrus evan;us;rogue valley
cellar marti fabra carreras;spain;emporadà costa brava
9 mile road;australia;south australia
château soudars;france;haut médoc
the forager;us;mendocino county
heartland;australia;langhorne creek
killibinbin;australia;langhorne creek
roque colás;spain;calatayud
adzic;croatia;
midalidare;bulgaria;
schiopetto;italy;collio
château fayau;france;cadillac côtes de bordeaux
château haut seguin;france;blaye côtes de bordeaux
château labadie;france;médoc
château lamothe;france;bordeaux
château le gardera;france;bordeaux supérieur
château roland la garde;france;blaye côtes de bordeaux
dom caudron;france;champagne
famille damecourt;france;bordeaux supérieur
tenuta santanna;italy;valdobbiadene superiore di cartizze
milenrama;spain;rioja
nightstar;germany;
rubino estates winery;us;livermore valley
vino noceto;us;amador county
st michael weinkellerei;germany;
antonio lopes ribeiro;portugal;
bodega furlotti;argentina;luján de cuyo
agricola punica;italy;isola dei nuraghi
tait wines;australia;barossa valley
luigi giordano;italy;barbaresco
maidenstoen;us;monterey county
moscone;italy;barolo
château des bardes;france;saint émilion
château marsau;france;francs côtes de bordeaux
friedrich wilhelm gymnasium;germany;
gilberto boniperti;italy;fara
domaine de la villaudière;france;sancerre
domaine vincent delaporte;france;sancerre
château hosanna;france;pomerol
château pavie;france;saint émilion
basico;spain;la mancha
harlaftis;greece;
agros;greece;
tyee wine cellars;us;willamette valley
pago del vostal;spain;ribera del duero
penascal;spain;vino de la tierra de castilla y león
sirch;italy;colli orientali del friuli
mcnab ridge;us;mendocino
monte largo;portugal;
coup de grace;us;lodi
domaine des levrys;france;sancerre
marqués de reala;spain;campo de borja
domaine de larlot;france;nuits st georges
springhill cellars;us;willamette valley
vincent;france;pouilly fuissé
domiciano de barrancas;argentina;mendoza
plaisir de merle;south africa;
carlton hill;us;willamette valley
carmen lopez delgado;spain;spain
corner 103;us;alexander valley
hilary goldschmidt;us;oakville
wargin wines;us;california
12c wines;us;rutherford
château la fleur;france;montagne saint émilion
el cortijillo;spain;la mancha
challenger ridge;us;columbia valley wa
château aney;france;haut médoc
château arnaud;france;saint estèphe
château beyzac;france;haut médoc
château le bourdieu;france;médoc
château roullet;france;canon fronsac
château tourteran;france;haut médoc
gran castillo royal;spain;la mancha
le macioche;italy;brunello di montalcino
monticello vineyards;us;oak knoll district
sesta di sopra;italy;brunello di montalcino
adair bachman;us;napa valley
argiano;italy;brunello di montalcino
canevel;italy;valdobbiadene prosecco superiore
von holt;us;sonoma coast
warres;portugal;
a d coutelas;france;champagne
montaubret;france;champagne
silver spur;us;napa valley
tenuta roletto;italy;vino spumante
the counselor;us;alexander valley
page cellars;us;red mountain
tintara;australia;mclaren vale
château dagassac;france;haut médoc
aver family vineyards;us;santa clara valley
costaval;spain;ribera del duero
feiler artinger;austria;
olvena;spain;somontano
bodegas faustino;spain;rioja
château brande bergère;france;bordeaux supérieur
casa del valle;spain;la mancha
vignobles grandeau;france;bordeaux rosé
andrew murray;us;santa ynez valley
old winery;argentina;mendoza
vallemon de sardilici;spain;ribera del duero
rieutort;france;côtes de gascogne
viña litoral;chile;
le drunk rooster;france;vin de pays doc
louis tête;france;beaujolais villages
sofia;us;monterey county
quinta de santiago;portugal;
ex;us;monterey
puget purveyors;us;washington
riché;us;paso robles
château la dournie;france;saint chinian
alma de cattleya;us;sonoma county
jacuzzi;us;lake county
silvae;spain;spain
domaine damiens;france;madiran
rebusity;us;california
torre castillo;spain;jumilla
cataregia;spain;terra alta
cota 585;spain;rioja
château armandière;france;cahors
corte mainente;italy;soave
domaine laurens;france;marcillac
estancia;us;paso robles
woodstock collection;us;california
carnivor;us;california
alta;us;napa valley
brandlin;us;mount veeder
chateau couronneau;france;bordeaux supérieur
rocca di fabbri;italy;montefalco rosso
tenuta le velette;italy;umbria
salena estate;australia;south eastern australia
villa atuel;argentina;mendoza
descendientes de j palacios;spain;bierzo
domaine louis moreau;france;chablis
equinox;us;santa cruz mountains
château flotis;france;fronton
dievole;italy;chianti classico
donna laura;italy;chianti classico
fattoria di petroio;italy;chianti classico
fonte alla selva;italy;chianti classico
valdipiatta;italy;rosso di montepulciano
boscarelli;italy;rosso di montepulciano
beach head;australia;margaret river
hopkins vineyard;us;western connecticut highlands
cueto;spain;rioja
koutsoyiannopoulos;greece;
château coudray montpensier;france;chinon
jbrix;us;santa barbara county
le roc;france;fronton
licia;spain;rías baixas
hinman;us;oregon
johannes kunz;germany;
chateau quattre;france;cahors
viña decana;spain;utiel requena
corazón verde;spain;rías baixas
weingut keller;germany;
hanzell;us;sonoma valley
paul de albas;spain;ribera del duero
trotter 116;us;napa valley
j moss wines;us;stags leap district
bruni;italy;morellino di scansano
luke donald;us;carneros
buck shack;us;lake county
domaine les capréoles;france;régnié
porto carras;greece;
marcel hugg;france;alsace
terrassous;france;rivesaltes
idilico;us;yakima valley
rocca di frassinello;italy;maremma toscana
barrel racer;us;yolo county
château du grand pierre;france;blaye côtes de bordeaux
