winery,country,region_1
Corte Archi,Italy,Valpolicella Classico Superiore Ripasso
Aver Family Vineyards,US,California
WildHaven,US,Columbia Valley (WA)
Trombetta,US,Sonoma Coast
Imagine,US,Paso Robles
Moscato Bella,US,California
Yarra Yering,Australia,Yarra Valley
Château la Tonnelle,France,Haut-Médoc
Château Landat,France,Haut-Médoc
Fratelli Casetta,Italy,Barolo
Giacomo Vico,Italy,Barbera d'Alba Superiore
Mackey Vineyards,US,Columbia Valley (WA)
Michael Bernard,US,Russian River Valley
Saint Laurent,US,Wahluke Slope
Château du Rouët,France,Côtes de Provence
Josh Cellars,US,California
Sables d'Azur,France,Côtes de Provence
Navarro Correas,Argentina,Mendoza
Glover Family,New Zealand,NA
Hound's Tree,US,North Fork of Long Island
Château Trians,France,Coteaux Varois en Provence
Franchetto,Italy,Soave
Attic Cellar,US,Finger Lakes
Katlav,Israel,NA
Marques de Arienzo,Spain,Rioja
Matheus,Germany,NA
Quinta do Avelar,Portugal,NA
A to Z,US,Oregon
Abelis Carthago,Spain,Toro
San Luciano,Italy,Toscana
Aura,Spain,Rueda
Eder,Austria,NA
Nelle,US,California
Reuling Vineyard,US,Sonoma Coast
Cigar Box,Chile,NA
Jodar,US,El Dorado
Domaine Andre Brunel,France,Côtes du Rhône
Mas de Guiot,France,Vin de Pays du Gard
Le Rouge de Saint-Louis,France,Côtes de Provence
Longridge,South Africa,NA
Longridge Bay View,South Africa,NA
Longridge (S.Af),South Africa,NA
Van Asperen,US,Napa Valley
Col di Bacche,Italy,Maremma
Collemassari,Italy,Montecucco
Avignonesi-Capannelle,Italy,Toscana
Forlorn Hope,US,Suisun Valley
Glen Erskine,South Africa,NA
James Oatley,Australia,Adelaide Hills
Turn 4,US,California
SERVE,Romania,NA
Costers del Siurana,Spain,Priorat
Paritua,New Zealand,NA
Poderi Morini,Italy,Sangiovese di Romagna
Castello del Trebbio,Italy,Chianti Rufina
Piandibugnano,Italy,Montecucco
Schola Sarmenti di Terrulenta,Italy,Salento
CULT,US,Russian River Valley
Beaumont des Crayères,France,Champagne
Bosio,Italy,Moscato d'Asti
White Hall,US,Monticello
Bodegas Silvano Garcia,Spain,Jumilla
Castello di Luzzano,Italy,Oltrepò Pavese
Clearwater Canyon,US,NA
Frenchie Winery,US,Sonoma County-Napa County
Château l'Enclos,France,Pomerol
Château Roylland,France,Saint-Émilion
Costa de Oro,US,Santa Maria Valley
Domaine Bellegarde,France,Jurançon Sec
Vincent Pinard,France,Sancerre
Campo alla Sughera,Italy,Bolgheri
Château Destieux,France,Saint-Émilion
Pearl and Stone,US,Yakima Valley
Aether Wine Company,US,Sta. Rita Hills
Château Caillou,France,Sauternes
Jean Loron,France,Brouilly
Maestro Sanguineti,Italy,Toscana
Maison des Bulliats,France,Régnié
Basile,Italy,Montecucco
Alta Cima,Chile,NA
Shale Oak,US,Paso Robles
Shoup,US,Columbia Valley (WA)
Cerridwen,US,Mendocino Ridge
Eruption,US,High Valley
Adegas Gran Vinum,Spain,Rías Baixas
Bolney Wine Estate,England,NA
Fattoria San Michele a Torri,Italy,Colli della Toscana Centrale
Frey-Sohler,France,Alsace
Laurent de Bescombes Singla,France,Rivesaltes
Loxarel,Spain,Cava
Antinori,Italy,Toscana
Croix de Beaucaillou,France,Saint-Julien
Château Grand-Puy-Lacoste,France,Pauillac
Château Filhot,France,Sauternes
Château la Couspaude,France,Saint-Émilion
Marco Real,Spain,Navarra
Quinta do Carneiro,Portugal,NA
R Wines,Australia,South Australia
Nelson Family Vineyards,US,Mendocino
Tempus Alba,Argentina,Mendoza
Espiritu de Argentina,Argentina,Mendoza
Rexford,US,Santa Cruz Mountains
Monte Zovo,Italy,Amarone della Valpolicella
Lucky Frog,Argentina,Mendoza
Argot,US,Bennett Valley
The Naked Grape,US,California
Fat Barrel,South Africa,NA
MAN Family Wines,South Africa,NA
The Loop,New Zealand,NA
Black Cabra,Argentina,Mendoza
Larchago,Spain,Rioja
Boyle MacDonald,US,Sierra Foothills
Matua,New Zealand,NA
Threesome Cellars,US,Coombsville
Philippe Viallet,France,Savoie
Poggio il Castellare,Italy,Rosso di Montalcino
Moone-Tsai,US,Napa Valley
Château Camelot la Chapelle,France,Bordeaux
Château Feret Lambert,France,Bordeaux Supérieur
Château Gloria,France,Saint-Julien
Château La Croix Lartigue,France,Castillon Côtes de Bordeaux
Château Queyssard,France,Bordeaux Supérieur
Clos de los Siete,Argentina,Mendoza
Mad Fish,Australia,Western Australia
Northfield,New Zealand,NA
Oriel,New Zealand,NA
Spadaio e Piecorto,Italy,Chianti Classico
Château Duhart-Milon,France,Pauillac
Le Potazzine,Italy,Brunello di Montalcino
Pian delle Querci,Italy,Brunello di Montalcino
Rudeles,Spain,Ribera del Duero
Manimurci,Italy,Taurasi
Tecce,Italy,Irpinia
Longwood,Australia,McLaren Vale
Château de Beaucastel,France,Châteauneuf-du-Pape
Opus One,US,Napa Valley
Château Ausone,France,Saint-Émilion
S.R. Tonella,US,Rutherford
Cascina Liuzzi,Italy,Barbera d'Asti Superiore
Chiara Boschis - E. Pira e Figli,Italy,Barolo
Château de la Ragotiere,France,Muscadet Sèvre et Maine
Clavesana,Italy,Barolo
HPSepicurean,Germany,NA
Castellani Michele & Figli,Italy,Amarone della Valpolicella Classico
Cheval des Andes,Argentina,Mendoza
Huge Bear,US,Sonoma County
Matthews Estate,US,Columbia Valley (WA)
Pedestal,US,Columbia Valley (WA)
Eric Guerra,US,Alexander Valley
Sierra Madre,US,Santa Maria Valley
Hawkes,US,Alexander Valley
Marc Hebrart,France,Champagne
B. Leighton,US,Yakima Valley
Château Doisy-Daëne,France,Barsac
Dorigati,Italy,Trentino
Val de Los Frailes,Spain,Cigales
Clos de l'Hermitage,France,Côtes du Rhône
Dornier,South Africa,NA
Arrowhead Mountain,US,Sonoma Valley
Vignobles La Coterie,France,NA
Bennett Valley Cellars,US,Bennett Valley
Blanchard Family,US,Sonoma Coast
Alouette,US,Sonoma County
Rudolf Müller,Germany,NA
Château Renard Mondesir,France,Fronsac
Emmanuel Fellot,France,Côte de Brouilly
Balgownie Estate,Australia,Bendigo
Criss Cross,US,Clarksburg
Le Strie,Italy,Sforzato di Valtellina
Barbàcan,Italy,Valtellina Superiore
Turkovich,US,Yolo County
Château Grand Pontet,France,Saint-Émilion
Château Champ des Treilles,France,Sainte-Foy Bordeaux
La Raia,Italy,Gavi
Maison Angelvin,France,Côtes de Provence
Viticoltori Alto Adige,Italy,Alto Adige
Tinpot Hut,New Zealand,NA
Winzerkeller Andau,Austria,NA
Abbotts Delaunay,France,Vin de France
Admirable Family Vineyard,US,Santa Barbara County
Belisario,Italy,Verdicchio di Matelica
Cantarranas,Spain,Rueda
Rally Point Wines,US,Russian River Valley
RiverAerie,US,Columbia Valley (WA)
Coastal Ridge,US,California
Pullus,Slovenia,NA
Abad,Spain,Bierzo
Milcampos,Spain,Ribera del Duero
Picnic at Pomar Junction,US,Paso Robles
Hinojosa,Argentina,Mendoza
Barking Sheep,Argentina,Mendoza
Iota Cellars,US,Eola-Amity Hills
Fields Family,US,Lodi
Tenuta di Fraternita,Italy,Chianti
Tenuta La Gigliola,Italy,Chianti
Wines Gone Wild,US,Sonoma Mountain
Val di Botte,Italy,Chianti
Voila!,US,Columbia Valley (WA)
Monterotondo,Italy,Chianti Classico
Pingón,Spain,Ribera del Duero
Podere Capaccia,Italy,Chianti Classico
Selvapiana,Italy,Chianti Rufina
Sommer,Austria,NA
Tenuta di Morzano,Italy,Chianti Superiore
Biokult,Austria,NA
Bouquet,US,North Fork of Long Island
Fattoria Moretto,Italy,Lambrusco Grasparossa di Castelvetro
Château Frédignac,France,Blaye Côtes de Bordeaux
Clinton,US,Hudson River Region
Bodegas Iranzo,Spain,Utiel-Requena
Terra Jovia,Italy,Gioia del Colle
Z-52,US,Lodi
Covilalba,Spain,Terra Alta
Chozas Carrascal,Spain,Utiel-Requena
Fattoria Petrolo,Italy,Vin Santo del Chianti
Rio Seco,Argentina,Mendoza
Smoking Loon,US,California
Elk Creek Vineyards,US,Kentucky
Viña Las Perdices,Argentina,Mendoza
Bricco dei Guazzi,Italy,Monferrato
Domados,Argentina,Mendoza
Niagara Landing,US,New York
Terra Andina,Chile,NA
Sileni,New Zealand,NA
Viñedos Marchigüe,Chile,NA
The Great Oregon Wine Company,US,Oregon
Vinihold,Portugal,NA
Las Palmeras,US,Monterey County
Camina,Spain,La Mancha
Château La Gabarre,France,Bordeaux Blanc
Château Vermont,France,Bordeaux Rosé
Hilanda,Spain,Jumilla
Rosehall Run,Canada,Prince Edward County
Franz Karl Schmitt,Germany,NA
Château Carpe Diem,France,Côtes de Provence
Château Cavalier,France,Côtes de Provence
Domaine LeSeurre,US,Finger Lakes
Alcardet,Spain,La Mancha
Deuce,US,Walla Walla Valley (WA)
Dixie Flyer Vineyards,US,Paso Robles
Fuchsia,US,California
Albino Armani,Italy,Prosecco
Hood Crest,US,Columbia Gorge (OR)
Pegaso,Spain,Vino de la Tierra de Castilla y León
Stefano Berti,Italy,Romagna
There Wines,US,Mendocino County
Valdellövo,Italy,Conegliano Valdobbiadene Prosecco Superiore
Alberto Voerzio,Italy,Barolo
Grey Wolf Cellars,US,Paso Robles
LVE,US,Napa Valley
Órale,US,Santa Ynez Valley
Script,US,Columbia Valley (WA)
I Custodi,Italy,Etna
Lagar da Condesa,Spain,Rías Baixas
Pangloss Cellars,US,Sonoma County
Château Clos Bourbon,France,Cadillac Côtes de Bordeaux
Château de Monbadon,France,Castillon Côtes de Bordeaux
Scambia,Italy,Umbria
Fosso Corno,Italy,Montepulciano d'Abruzzo
Maison Givas,France,Bordeaux
Obsidian,US,Oregon
Don Rodolfo,Argentina,Mendoza
Negro Lorenzo,Italy,Roero
Casa Catelli,Italy,Montepulciano d'Abruzzo
Huston,US,NA
Laissez Faire,US,NA
Madonna Nera,Italy,Toscana
Perazzeta,Italy,Toscana
Fattoria Montellori,Italy,Toscana
Inconceivable,US,Santa Barbara County
Poggio Nicchiaia,Italy,Toscana
Codirosso,Italy,Chianti
Poggio alle Sughere,Italy,Toscana
Domaine Bart,France,Marsannay
Palmento Costanzo,Italy,Etna
Pike Road,US,Willamette Valley
Quintana de Cue,Spain,Ribera del Duero
Quintet,US,Ribbon Ridge
Agostino Vicentini,Italy,Soave
Château Coste Peyrouse,France,Cahors
Domaine des Corbillières,France,Touraine
Lagar de Besada,Spain,Rías Baixas
Corkscrew,US,Sonoma Coast
Château Haut-Bourcier,France,Blaye Côtes de Bordeaux
Château la Rose du Pin,France,Bordeaux
Château Pilet,France,Bordeaux
Château Tessendey,France,Bordeaux
Praxis,US,Sonoma Coast
Brady Cellars,US,Columbia Valley (WA)
Rocca Felice,Italy,Barbaresco
Lookout Point,US,Rattlesnake Hills
Graton Ridge,US,Russian River Valley
Olema,US,Sonoma County
Bodegas Luis Gurpegui Muga,Spain,Extremadura
Château Peymouton,France,Saint-Émilion
Château Prieuré-Lichine,France,Margaux
Diwald,Austria,NA
La Caña,Spain,Rías Baixas
Gemma,Italy,Barolo
Olivero,Italy,Barolo
Feliz Noche,US,Santa Barbara County
Château de Maligny,France,Chablis
Renaudin,US,Carneros
Southard,US,Columbia Valley (WA)
StoneCap,US,Columbia Valley (WA)
Privitera,Italy,Terre Siciliane
Twin Arches,US,California
Mas La Mola,Spain,Priorat
Gallo Signature Series,US,Napa Valley
Ansgar Clüsserath,Germany,NA
Budimir,Serbia,NA
Domaine Adèle Rouzé,France,Quincy
Melini,Italy,Chianti Classico
Yazgan,Turkey,NA
Serena's Vineyard,US,Paso Robles
Clos Mogador,Spain,Priorat
Domaine Jean Teiller,France,Menetou-Salon
Fattoria di Magliano,Italy,Maremma Toscana
Jacob Franklin,US,Napa Valley
Lannac Saint-Jean,France,Cahors
Rinaldi,Italy,Moscato d'Asti
Quinta Foz Torto,Portugal,NA
Château du Vieux Puit,France,Blaye Côtes de Bordeaux
Frank,Australia,Limestone Coast
No Limit,US,Edna Valley
Zeitgeist,US,Russian River Valley
Caliza,US,Paso Robles
CedarCreek,Canada,Okanagan Valley
Alegra,Spain,Ribera del Duero
Château Auguste,France,Bordeaux Supérieur
Château Haut le Valette,France,Blaye Côtes de Bordeaux
Château Malbat,France,Bordeaux Supérieur
Château Puygueraud,France,Francs Côtes de Bordeaux
Château Ricaud,France,Blaye Côtes de Bordeaux
Château Tour de Gilet,France,Bordeaux Supérieur
Baluarte,Spain,Rueda
Michelle,US,Columbia Valley (WA)
Sardus Pater,Italy,Vermentino di Sardegna
Skyhawk Lane,US,Edna Valley
Script & Seal,US,Washington
The Gnome Knows,France,Côtes de Gascogne
Cascina Val del Prete,Italy,Roero
San Biagio,Italy,Barolo
Pittnauer,Austria,NA
Preisinger,Austria,NA
Santa Barbara,Italy,Verdicchio dei Castelli di Jesi Classico
Villa Bizzarri,Italy,Offida Pecorino
Daviana,US,Napa Valley
Martinez & Martinez,US,Horse Heaven Hills
Paradiso di Frassina,Italy,Brunello di Montalcino
Caves Campelo,Portugal,NA
Broke Ass,Argentina,Mendoza
Cescon Italo Storia e Vini,Italy,Veneto
Château Ollieux Romanis,France,Corbières
La di Motte,Italy,Veneto
Woodbridge,US,California
Mt. Jagged,Australia,Southern Fleurieu
Hawk Crest,US,California
Riverina Estates,Australia,South Eastern Australia
Vino Con Brio,US,Lodi
Kingman,US,Grand Valley
Domaine Chavet,France,Menetou-Salon
Préselö,Hungary,NA
Riaza,US,Clements Hills
Spinelli,Italy,Terre di Chieti
Gosalbez Orti,Spain,Vinos de Madrid
Jean-Baptiste Thibaut,France,Crémant de Bourgogne
Meulnart Père et Fils,France,Côtes de Provence
Francis Berwyn,US,Paso Robles
Castello Monaci,Italy,Salento
Finca El Paso,Spain,Jumilla
Benincasa,Italy,Sagrantino di Montefalco
Fabio Motta,Italy,Bolgheri
Giulio Accornero e Figli,Italy,Barbera del Monferrato Superiore
Vignoble Dauny,France,Sancerre
L'Armangia,Italy,Barbera d'Asti Superiore
Hawthorne,US,Old Mission Peninsula
Haywood,US,Sonoma Valley
La Gitana,Spain,Rioja
Marco Scolaris,Italy,Collio
Mari,US,Old Mission Peninsula
Zimri Cellars,US,Willamette Valley
Encosta do Sobral,Portugal,NA
Hanson Vineyards,US,Willamette Valley
Laurentide,US,Leelanau Peninsula
Macchia,US,Mokelumne River
La Bellanotte,Italy,Collio
White Clover,New Zealand,NA
Opawa,New Zealand,NA
Clearview,New Zealand,NA
Kavaklidere,Turkey,NA
Beast,US,Columbia Valley (WA)
Molino,Italy,Barbaresco
Palacio de Bornos,Spain,Rueda
Montaribaldi,Italy,Roero
Skuttlebutt,Australia,Margaret River
Aleksander,US,Paso Robles
Lar de Sotomayor,Spain,Rioja
100 Percent Wine,US,California
Frederico Meireles & Familia,Portugal,NA
Finca La Estacada,Spain,Vino de la Tierra de Castilla
Pino,US,Oregon
Bodegas Gutiérrez de la Vega,Spain,Spain
Cenay,US,Napa Valley
Nicolas Maillart,France,Champagne
L'Astore Masseria,Italy,Salento
Lot 205,US,California
Madison Chase Vineyards,US,Napa Valley
Château Roquetaillade la Grange,France,Graves
Pietro Clementi,Italy,Amarone della Valpolicella Classico
Katherine Goldschmidt,US,Alexander Valley
Mediterra,Greece,NA
Medusa,US,Amador County
1000 Stories,US,Mendocino
Murdoch James,New Zealand,NA
San Martino,Italy,Aglianico del Vulture
Levo,US,Santa Barbara County
Antichi Vigneti di Cantalupo,Italy,Colline Novaresi
Ferruccio Deiana,Italy,Cannonau di Sardegna
Piero Mancini,Italy,Vermentino di Gallura
Pardevalles,Spain,Tierra de León
G. Moulinier,France,Saint-Chinian
Jean Stodden,Germany,NA
Château Bel Enclos,France,Blaye Côtes de Bordeaux
Château Montet,France,Bordeaux Supérieur
Tenimenti Montagnana,Italy,Montepulciano d'Abruzzo
Giovanni Almondo,Italy,Roero
Pavlidis,Greece,NA
Smart Cookie,US,Central Coast
Château du Prieur,France,Bordeaux
Château Tertre de Viaud,France,Côtes de Bourg
Vila da Fonte,Portugal,NA
Stellareese,US,Calistoga
Nashwauk,Australia,McLaren Vale
Bodega Rolland,Argentina,Mendoza
Château Gauthier,France,Blaye Côtes de Bordeaux
Château Monbadon,France,Castillon Côtes de Bordeaux
Poggiarellino,Italy,Brunello di Montalcino
Vinisterra,Mexico,NA
Barren Ridge,US,Shenandoah Valley
Bewitched,US,Russian River Valley
Bodegas Corellanas,Spain,Navarra
Camparo,Italy,Dolcetto di Diano d'Alba
Cantine Lenotti di Lenotti,Italy,Soave Classico
Chocolate Box,Australia,Barossa Valley
Château de Gironville,France,Haut-Médoc
Derey Frères,France,Fixin
Pitars,Italy,Prosecco
Henri Perrusset,France,Mâcon-Villages
Michael James Wines,US,Napa Valley
Fattoria Petriolo,Italy,Chianti
Sorelli,Italy,Chianti
Acentor,Spain,Calatayud
Cantine Ravazzi,Italy,Chianti
Cave de Rauzan,France,Bordeaux
Château Garreau,France,Blaye Côtes de Bordeaux
Château du Claouset,France,Bordeaux Blanc
Château Beaumont les Pierrières,France,Blaye Côtes de Bordeaux
Château de Brézé,France,Saumur
Domaine des Grandes Perrières,France,Sancerre
Domaine Jean-Pierre Vacher et Fils,France,Sancerre
Hedges Family Estate,US,Columbia Valley (WA)
Hubert Veneau,France,Pouilly-Fumé
Ivory and Burt,US,Lodi
Leuta,Italy,Cortona
Mattina Fiore,US,Santa Maria Valley
Equilibrio,Spain,Jumilla
Eufloria,US,Washington
Val du Charron,South Africa,NA
Varvaglione Vigne & Vini,Italy,Salento
Gran Passione,Italy,Beneventano
Caven,Italy,Valtellina Superiore
Château de Javernand,France,Chiroubles
Cà Bianca,Italy,Moscato d'Asti
Les Vins Skalli,France,Vin de Pays de l'Ile de Beauté
Golden Kaan,South Africa,NA
Fratelli Bortolin,Italy,Valdobbiadene Prosecco Superiore
Entrepreneur,US,Diamond Mountain District
Noble Estate,US,Willamette Valley
Marchiori,Italy,Colli Trevigiani
Montesel,Italy,Valdobbiadene Prosecco Superiore
Morgadío,Spain,Rías Baixas
Silver Stag,US,Napa Valley
Robinson Family Vineyards,US,Stags Leap District
Château de la Brède,France,Graves
Château Haut-Francarney,France,Fronsac
Château les Roches de Ferrand,France,Fronsac
Kandarian,US,Willamette Valley
Leo Steen Wines,US,Dry Creek Valley
Lorenz Martini,Italy,Alto Adige
Domaine Pinson,France,Chablis
Giuseppe Sedilesu,Italy,Cannonau di Sardegna
Maal,Argentina,Mendoza
Stark,US,Sonoma County
Westbend Vineyards,US,Yadkin Valley
Château les Hauts de Palette,France,Cadillac Côtes de Bordeaux
Ferguson Crest,US,Santa Ynez Valley
Saint-Hilaire,France,Blanquette de Limoux
Château Jacques Noir,France,Saint-Émilion
Père Anselme,France,Côtes du Rhône
Ronca,Italy,Veronese
Aconga,Argentina,Mendoza
De Novo,US,Alexander Valley
Ticket Cellars,US,Russian River Valley
K&K; Vasilikon,Cyprus,NA
Burt Street Cellars,US,Sonoma Coast
Pyrenees,US,Umpqua Valley
Viña Cerrada,Spain,Rioja
L'Aventure,US,Paso Robles
Marqués de Legarda,Spain,Rioja
Dautel-Cadot,France,Champagne
Bele Casel,Italy,Asolo Prosecco Superiore
Bodega Elena de Mendoza,Argentina,Mendoza
Tenuta Polvaro,Italy,Venezia
Trevisana,Italy,Prosecco
Casabianca,Italy,Prosecco Treviso
Wesley Ashley,US,Santa Barbara County
Maude,New Zealand,NA
Bodega del Fin del Mundo,Argentina,Patagonia
Tenuta Santomè,Italy,Marca Trevigiana
Vatistas,Greece,NA
Sonoma Smith,US,Sonoma County
Samos,Greece,NA
Bodega La Serrana,Spain,Bierzo
Bourgeois Family,France,Côtes-du-Ventoux
Castello del Poggio,Italy,Monferrato
John Forrest Collection,New Zealand,NA
Heinrich,Austria,NA
Antigal,Argentina,Mendoza
Belharra,US,Knights Valley
Cambridge,US,Napa Valley
Clos Chapon,France,Vouvray
Domingo Hermanos,Argentina,Salta
Early Mountain,US,Virginia
Eszterbauer,Hungary,NA
Famiglia Meschini,Argentina,Mendoza
Dieu Donne,South Africa,NA
Alkoomi,Australia,Frankland River
Westrey,US,Willamette Valley
Conde de Caralt,Spain,Cava
Bodegas Medina,Spain,Extremadura
Pazo de Señorans,Spain,Rías Baixas
Telteca,Argentina,Mendoza
Bodegas la Casa de Lúcolo,Spain,Navarra
Abrazo,Spain,Cariñena
Gerd Anselmann,Germany,NA
Urla,Turkey,NA
Vistalba,Argentina,Mendoza
Zinio,Spain,Rioja
Loredona,US,Monterey
Mourrel Azurat,France,Fitou
Generation 7,US,Temecula Valley
Antica Hirpinia,Italy,Fiano di Avellino
Jenke,Australia,Barossa
Mike Ditka,US,Mendocino
Evergreen,US,Willamette Valley
Aramis,Australia,McLaren Vale
Devil's Lair,Australia,Margaret River
Althe'a,Italy,Conegliano Valdobbiadene Prosecco Superiore
Shed Horn Cellars,US,Lake County
Stuessy Cellars,US,Suisun Valley
DuCard,US,Virginia
Firebrix,US,Columbia Valley (WA)
Twelfth Night,New Zealand,NA
Castel Grisch,US,Finger Lakes
Il Palagione,Italy,Vernaccia di San Gimignano
Palagetto,Italy,Vernaccia di San Gimignano
Piccolo,US,Russian River Valley
Pisa Range,New Zealand,NA
Viña Valoria,Spain,Rioja
Corte Rugolin,Italy,Amarone della Valpolicella Classico
Finca Perdriel,Argentina,Mendoza
Luis Pato,Portugal,NA
Caves Fleury,France,Saint-Émilion
Château Lalande Balestard,France,Bordeaux
Château le Grand Paroissien,France,Haut-Médoc
Loriñon,Spain,Rioja
Viña Salceda,Spain,Rioja
Adegas D'Altamira,Spain,Rías Baixas
El Prado,Spain,Valencia
Upsidedown,US,Columbia Valley (WA)
Nomadica,US,Arroyo Seco
Château des Moines Menodin,France,Bordeaux Supérieur
Domaine La Tour de Gâtigne,France,Cévennes
AVA Grace Vineyards,US,California
Château Lacombe Cadiot,France,Bordeaux Supérieur
Château l'Eglise Saget,France,Bordeaux
Château Peuy Saincrit,France,Bordeaux Supérieur
Mocén,Spain,Rueda
Tenuta Friggiali,Italy,Brunello di Montalcino
La Serena,Italy,Brunello di Montalcino
Silver Trident,US,Sonoma Coast
Bodegas Murtia,Spain,Jumilla
Cascina La Barbatella,Italy,Barbera d'Asti
Château Cormeil-Figeac,France,Saint-Émilion
Clos de L'Oratoire des Papes,France,Châteauneuf-du-Pape
Darby,US,Columbia Valley (WA)
Cignale,Italy,Colli della Toscana Centrale
Philippe-Lorraine,US,Napa Valley
J.R. Carter,US,Diamond Mountain District
Château Recougne,France,Bordeaux Supérieur
Podere La Cappella,Italy,Chianti Classico
Le Torri,Italy,Chianti Colli Fiorentini
